INFO:simplemc:Using 6 processors of 8 .
Initalizing nu density look up table... Done
Loading  /Users/atalianb/Documents/Doctorado/SimpleMC_barotropic/simplemc/data/Blok_McGaugh_&_Rubin_(2001)/ESO3020120.dat
Free parameters and values currently accepted:
Anfw = -7.465973893943865 +/- 0.01
rs = 1.74 +/- 0.01
INFO:simplemc:
	nlivepoints: 100
	accuracy: 0.02
	nested type: multi

it: 0 | ncall: 101 | eff: 0.990 | logz: -15.4491 | dlogz: inf | loglstar: -10.1408 | point -6.11089011  3.13622758
it: 1 | ncall: 102 | eff: 1.961 | logz: -14.2938 | dlogz: 14.9402 | loglstar: -9.9614 | point -6.27886138  3.8281852 
it: 2 | ncall: 103 | eff: 2.913 | logz: -13.6011 | dlogz: 13.7750 | loglstar: -9.4281 | point -6.12811781  2.79226289
it: 3 | ncall: 105 | eff: 3.810 | logz: -13.0884 | dlogz: 13.0723 | loglstar: -9.2907 | point -6.33110222  3.65312986
it: 4 | ncall: 107 | eff: 4.673 | logz: -12.6646 | dlogz: 12.5497 | loglstar: -8.8935 | point -6.46456298  4.87344753
it: 5 | ncall: 108 | eff: 5.556 | logz: -12.2517 | dlogz: 12.1159 | loglstar: -8.4888 | point -6.35297944  3.13697584
it: 6 | ncall: 109 | eff: 6.422 | logz: -11.9095 | dlogz: 11.6931 | loglstar: -8.4581 | point -6.42858026  3.75187995
it: 7 | ncall: 110 | eff: 7.273 | logz: -11.4683 | dlogz: 11.3410 | loglstar: -7.4257 | point -6.06205604  1.7412863 
it: 8 | ncall: 111 | eff: 8.108 | logz: -11.0384 | dlogz: 10.8898 | loglstar: -7.3654 | point -6.18798546  1.89224943
it: 9 | ncall: 112 | eff: 8.929 | logz: -10.7218 | dlogz: 10.4499 | loglstar: -7.2797 | point -6.38289111  2.39493412
it: 10 | ncall: 113 | eff: 9.735 | logz: -10.4537 | dlogz: 10.1235 | loglstar: -7.1012 | point -6.44633136  2.59316708
it: 24 | ncall: 127 | eff: 19.685 | logz: -7.3081 | dlogz: 6.7330 | loglstar: -4.1416 | point -6.73170656  1.61323729
it: 25 | ncall: 128 | eff: 20.312 | logz: -7.1262 | dlogz: 6.5618 | loglstar: -3.9773 | point -6.42543995  0.81850304
it: 26 | ncall: 129 | eff: 20.930 | logz: -6.9478 | dlogz: 6.3703 | loglstar: -3.8024 | point -6.88425082  3.10847549
it: 27 | ncall: 131 | eff: 21.374 | logz: -6.7816 | dlogz: 6.1824 | loglstar: -3.7471 | point -6.68200293  1.08794272
it: 28 | ncall: 132 | eff: 21.970 | logz: -6.6340 | dlogz: 6.0066 | loglstar: -3.7060 | point -6.00395724  0.58158296
it: 29 | ncall: 133 | eff: 22.556 | logz: -6.5020 | dlogz: 5.8495 | loglstar: -3.6705 | point -6.89393216  2.7748639 
it: 30 | ncall: 134 | eff: 23.134 | logz: -6.3794 | dlogz: 5.7079 | loglstar: -3.5830 | point -6.67231364  0.9672748 
it: 31 | ncall: 136 | eff: 23.529 | logz: -6.2536 | dlogz: 5.5759 | loglstar: -3.3597 | point -6.92393369  2.2648348 
it: 32 | ncall: 137 | eff: 24.088 | logz: -6.1244 | dlogz: 5.4406 | loglstar: -3.2465 | point -6.88946355  1.55533655
it: 33 | ncall: 139 | eff: 24.460 | logz: -5.9971 | dlogz: 5.3022 | loglstar: -3.1124 | point -6.92999873  1.67572322
it: 34 | ncall: 141 | eff: 24.823 | logz: -5.8699 | dlogz: 5.1656 | loglstar: -2.9758 | point -7.02910352  2.96549603
it: 35 | ncall: 142 | eff: 25.352 | logz: -5.7308 | dlogz: 5.0293 | loglstar: -2.6654 | point -7.15289298  4.87179737
it: 36 | ncall: 145 | eff: 25.517 | logz: -5.5754 | dlogz: 4.8813 | loglstar: -2.4300 | point -7.16064003  2.42687449
it: 37 | ncall: 146 | eff: 26.027 | logz: -5.4222 | dlogz: 4.7174 | loglstar: -2.3524 | point -7.21590975  3.14935613
it: 38 | ncall: 147 | eff: 26.531 | logz: -5.2814 | dlogz: 4.5558 | loglstar: -2.2845 | point -7.26829407  4.79475179
it: 39 | ncall: 148 | eff: 27.027 | logz: -5.1311 | dlogz: 4.4067 | loglstar: -1.9396 | point -7.1368274   0.81053426
it: 40 | ncall: 151 | eff: 27.152 | logz: -4.9577 | dlogz: 4.2486 | loglstar: -1.6468 | point -7.28643941  0.77271963
it: 41 | ncall: 153 | eff: 27.451 | logz: -4.7901 | dlogz: 4.0681 | loglstar: -1.6246 | point -7.48337958  2.35820031
it: 42 | ncall: 155 | eff: 27.742 | logz: -4.6451 | dlogz: 3.8939 | loglstar: -1.6048 | point -7.45563087  1.59654418
it: 43 | ncall: 156 | eff: 28.205 | logz: -4.5177 | dlogz: 3.7423 | loglstar: -1.5926 | point -7.41634714  1.16669235
it: 44 | ncall: 157 | eff: 28.662 | logz: -4.4019 | dlogz: 3.6085 | loglstar: -1.5321 | point -7.55585534  4.02615773
it: 45 | ncall: 158 | eff: 29.114 | logz: -4.2907 | dlogz: 3.4863 | loglstar: -1.4284 | point -7.6100665   4.36356661
it: 46 | ncall: 159 | eff: 29.560 | logz: -4.1811 | dlogz: 3.3691 | loglstar: -1.3213 | point -7.59888986  1.33209387
it: 47 | ncall: 160 | eff: 30.000 | logz: -4.0758 | dlogz: 3.2539 | loglstar: -1.2724 | point -7.68391454  2.86018842
it: 48 | ncall: 163 | eff: 30.061 | logz: -3.9792 | dlogz: 3.1434 | loglstar: -1.2708 | point -7.69919336  4.90541346
it: 49 | ncall: 167 | eff: 29.940 | logz: -3.8902 | dlogz: 3.0417 | loglstar: -1.2313 | point -7.72089121  4.35291755
it: 50 | ncall: 168 | eff: 30.357 | logz: -3.8076 | dlogz: 2.9477 | loglstar: -1.2275 | point -7.72166317  4.02188248
it: 51 | ncall: 170 | eff: 30.588 | logz: -3.7303 | dlogz: 2.8602 | loglstar: -1.1848 | point -7.74043979  2.95182554
it: 52 | ncall: 171 | eff: 30.994 | logz: -3.6531 | dlogz: 2.7781 | loglstar: -1.0595 | point -7.83473056  3.86566364
it: 53 | ncall: 173 | eff: 31.214 | logz: -3.5751 | dlogz: 2.6966 | loglstar: -0.9885 | point -7.80705762  0.87800282
it: 54 | ncall: 176 | eff: 31.250 | logz: -3.5010 | dlogz: 2.6149 | loglstar: -0.9874 | point -7.87402059  2.04682152
it: 55 | ncall: 179 | eff: 31.285 | logz: -3.4311 | dlogz: 2.5373 | loglstar: -0.9400 | point -7.92811104  3.11535929
it: 56 | ncall: 180 | eff: 31.667 | logz: -3.3646 | dlogz: 2.4639 | loglstar: -0.9323 | point -7.9384066   3.86463839
it: 57 | ncall: 184 | eff: 31.522 | logz: -3.3021 | dlogz: 2.3942 | loglstar: -0.9135 | point -7.9484223   2.62531695
it: 58 | ncall: 186 | eff: 31.720 | logz: -3.2422 | dlogz: 2.3286 | loglstar: -0.8764 | point -7.94433597  1.12482128
it: 59 | ncall: 188 | eff: 31.915 | logz: -3.1849 | dlogz: 2.2658 | loglstar: -0.8667 | point -7.99712149  3.01784458
it: 60 | ncall: 189 | eff: 32.275 | logz: -3.1298 | dlogz: 2.2057 | loglstar: -0.8221 | point -8.02714778  1.64972283
it: 61 | ncall: 190 | eff: 32.632 | logz: -3.0765 | dlogz: 2.1481 | loglstar: -0.8012 | point -8.06147731  2.20721266
it: 62 | ncall: 193 | eff: 32.642 | logz: -3.0256 | dlogz: 2.0924 | loglstar: -0.7941 | point -8.0791982   3.96269625
it: 63 | ncall: 194 | eff: 32.990 | logz: -2.9771 | dlogz: 2.0393 | loglstar: -0.7762 | point -8.09818322  3.10926307
it: 64 | ncall: 195 | eff: 33.333 | logz: -2.9308 | dlogz: 1.9886 | loglstar: -0.7712 | point -8.10746775  4.55385888
it: 65 | ncall: 197 | eff: 33.503 | logz: -2.8868 | dlogz: 1.9402 | loglstar: -0.7702 | point -8.1043875   2.85178933
it: 66 | ncall: 198 | eff: 33.838 | logz: -2.8450 | dlogz: 1.8942 | loglstar: -0.7702 | point -8.08901899  1.6140308 
it: 67 | ncall: 199 | eff: 34.171 | logz: -2.8051 | dlogz: 1.8505 | loglstar: -0.7565 | point -8.10871569  1.6918155 
it: 68 | ncall: 201 | eff: 34.328 | logz: -2.7662 | dlogz: 1.8086 | loglstar: -0.7239 | point -8.16831582  3.51903302
it: 69 | ncall: 206 | eff: 33.981 | logz: -2.7284 | dlogz: 1.7679 | loglstar: -0.7177 | point -8.17254838  2.44540054
it: 70 | ncall: 208 | eff: 34.135 | logz: -2.6921 | dlogz: 1.7284 | loglstar: -0.7148 | point -8.17870311  2.74089304
it: 71 | ncall: 210 | eff: 34.286 | logz: -2.6569 | dlogz: 1.6906 | loglstar: -0.6845 | point -8.22545994  2.79860801
it: 72 | ncall: 214 | eff: 34.112 | logz: -2.6220 | dlogz: 1.6539 | loglstar: -0.6418 | point -9.9768174   1.86082391
it: 73 | ncall: 215 | eff: 34.419 | logz: -2.5879 | dlogz: 1.6178 | loglstar: -0.6417 | point -9.99043144  4.79548604
it: 74 | ncall: 217 | eff: 34.562 | logz: -2.5552 | dlogz: 1.5827 | loglstar: -0.6389 | point -9.96872975  2.77440934
it: 75 | ncall: 218 | eff: 34.862 | logz: -2.5238 | dlogz: 1.5489 | loglstar: -0.6381 | point -9.9693578   3.71743317
it: 76 | ncall: 219 | eff: 35.160 | logz: -2.4935 | dlogz: 1.5165 | loglstar: -0.6303 | point -8.32539863  3.63310484
it: 77 | ncall: 221 | eff: 35.294 | logz: -2.4642 | dlogz: 1.4852 | loglstar: -0.6283 | point -9.92409184  4.91125809
it: 78 | ncall: 224 | eff: 35.268 | logz: -2.4361 | dlogz: 1.4550 | loglstar: -0.6280 | point -9.9155106   3.11853251
it: 79 | ncall: 226 | eff: 35.398 | logz: -2.4089 | dlogz: 1.4259 | loglstar: -0.6277 | point -8.33063252  4.83553544
it: 80 | ncall: 229 | eff: 35.371 | logz: -2.3828 | dlogz: 1.3979 | loglstar: -0.6276 | point -9.91647339  3.73293108
it: 81 | ncall: 231 | eff: 35.498 | logz: -2.3575 | dlogz: 1.3708 | loglstar: -0.6264 | point -9.91102448  3.85099604
it: 82 | ncall: 235 | eff: 35.319 | logz: -2.3330 | dlogz: 1.3446 | loglstar: -0.6251 | point -9.90765149  4.90811144
it: 83 | ncall: 236 | eff: 35.593 | logz: -2.3094 | dlogz: 1.3193 | loglstar: -0.6237 | point -9.88836325  2.27922195
it: 84 | ncall: 239 | eff: 35.565 | logz: -2.2865 | dlogz: 1.2948 | loglstar: -0.6223 | point -9.88989943  3.85081821
it: 85 | ncall: 240 | eff: 35.833 | logz: -2.2643 | dlogz: 1.2711 | loglstar: -0.6220 | point -9.88770399  3.68958178
it: 86 | ncall: 241 | eff: 36.100 | logz: -2.2427 | dlogz: 1.2480 | loglstar: -0.6199 | point -9.87762065  3.80344789
it: 87 | ncall: 247 | eff: 35.628 | logz: -2.2218 | dlogz: 1.2257 | loglstar: -0.6173 | point -9.8423587  1.1575664
it: 88 | ncall: 249 | eff: 35.743 | logz: -2.2015 | dlogz: 1.2040 | loglstar: -0.6171 | point -9.84605135  1.47484374
it: 89 | ncall: 251 | eff: 35.857 | logz: -2.1818 | dlogz: 1.1829 | loglstar: -0.6161 | point -9.83472971  1.03935159
it: 90 | ncall: 253 | eff: 35.968 | logz: -2.1626 | dlogz: 1.1624 | loglstar: -0.6157 | point -9.84989458  2.69808707
it: 91 | ncall: 254 | eff: 36.220 | logz: -2.1440 | dlogz: 1.1425 | loglstar: -0.6144 | point -9.83909266  2.1450811 
it: 92 | ncall: 255 | eff: 36.471 | logz: -2.1258 | dlogz: 1.1231 | loglstar: -0.6126 | point -8.35767304  2.1128216 
it: 93 | ncall: 256 | eff: 36.719 | logz: -2.1081 | dlogz: 1.1042 | loglstar: -0.6124 | point -8.33939383  1.16803213
it: 94 | ncall: 260 | eff: 36.538 | logz: -2.0909 | dlogz: 1.0858 | loglstar: -0.6116 | point -9.83742822  4.4826635 
it: 95 | ncall: 263 | eff: 36.502 | logz: -2.0742 | dlogz: 1.0679 | loglstar: -0.6114 | point -8.35920773  1.98045382
it: 96 | ncall: 264 | eff: 36.742 | logz: -2.0579 | dlogz: 1.0505 | loglstar: -0.6109 | point -9.83093611  3.76088189
it: 97 | ncall: 266 | eff: 36.842 | logz: -2.0419 | dlogz: 1.0335 | loglstar: -0.6072 | point -9.81433967  4.37089187
it: 98 | ncall: 269 | eff: 36.803 | logz: -2.0264 | dlogz: 1.0169 | loglstar: -0.6060 | point -9.80407051  3.42734729
it: 99 | ncall: 273 | eff: 36.630 | logz: -2.0112 | dlogz: 1.0007 | loglstar: -0.6040 | point -9.7981603   4.47674418
it: 100 | ncall: 280 | eff: 36.071 | logz: -1.9963 | dlogz: 0.9849 | loglstar: -0.6021 | point -8.37861453  1.7880703 
it: 101 | ncall: 284 | eff: 35.915 | logz: -1.9818 | dlogz: 0.9694 | loglstar: -0.5964 | point -9.75051216  3.0125868 
it: 102 | ncall: 286 | eff: 36.014 | logz: -1.9675 | dlogz: 0.9543 | loglstar: -0.5916 | point -9.71365646  1.76861043
it: 103 | ncall: 294 | eff: 35.374 | logz: -1.9535 | dlogz: 0.9394 | loglstar: -0.5883 | point -8.42034184  2.80158932
it: 104 | ncall: 295 | eff: 35.593 | logz: -1.9398 | dlogz: 0.9249 | loglstar: -0.5873 | point -9.68870753  1.68046575
it: 105 | ncall: 296 | eff: 35.811 | logz: -1.9264 | dlogz: 0.9107 | loglstar: -0.5864 | point -8.4234235  2.3378325
it: 106 | ncall: 299 | eff: 35.786 | logz: -1.9133 | dlogz: 0.8968 | loglstar: -0.5846 | point -9.69655723  4.96939653
it: 107 | ncall: 301 | eff: 35.880 | logz: -1.9005 | dlogz: 0.8832 | loglstar: -0.5839 | point -9.66270688  1.17848765
it: 108 | ncall: 302 | eff: 36.093 | logz: -1.8880 | dlogz: 0.8700 | loglstar: -0.5831 | point -9.65584606  1.03051669
it: 109 | ncall: 304 | eff: 36.184 | logz: -1.8757 | dlogz: 0.8570 | loglstar: -0.5822 | point -8.43693975  4.81198466
it: 110 | ncall: 306 | eff: 36.275 | logz: -1.8637 | dlogz: 0.8442 | loglstar: -0.5813 | point -9.65813219  1.93718273
it: 111 | ncall: 308 | eff: 36.364 | logz: -1.8519 | dlogz: 0.8318 | loglstar: -0.5807 | point -9.64042716  0.89660046
it: 112 | ncall: 314 | eff: 35.987 | logz: -1.8404 | dlogz: 0.8196 | loglstar: -0.5803 | point -8.4430039   3.85842047
it: 113 | ncall: 319 | eff: 35.737 | logz: -1.8291 | dlogz: 0.8076 | loglstar: -0.5797 | point -8.44373159  4.97399096
it: 114 | ncall: 321 | eff: 35.826 | logz: -1.8181 | dlogz: 0.7959 | loglstar: -0.5795 | point -9.64820798  1.94499331
it: 115 | ncall: 323 | eff: 35.913 | logz: -1.8073 | dlogz: 0.7844 | loglstar: -0.5784 | point -8.44839934  3.44412701
it: 116 | ncall: 324 | eff: 36.111 | logz: -1.7966 | dlogz: 0.7732 | loglstar: -0.5764 | point -9.63698127  2.58778742
it: 117 | ncall: 326 | eff: 36.196 | logz: -1.7862 | dlogz: 0.7622 | loglstar: -0.5756 | point -8.45607269  4.21940919
it: 118 | ncall: 330 | eff: 36.061 | logz: -1.7760 | dlogz: 0.7513 | loglstar: -0.5754 | point -9.63466582  3.01333574
it: 119 | ncall: 339 | eff: 35.398 | logz: -1.7660 | dlogz: 0.7407 | loglstar: -0.5747 | point -9.63854805  4.25483144
it: 120 | ncall: 347 | eff: 34.870 | logz: -1.7562 | dlogz: 0.7303 | loglstar: -0.5742 | point -9.6076698   1.17605546
it: 121 | ncall: 348 | eff: 35.057 | logz: -1.7465 | dlogz: 0.7201 | loglstar: -0.5738 | point -8.46126572  4.02616695
it: 122 | ncall: 350 | eff: 35.143 | logz: -1.7371 | dlogz: 0.7101 | loglstar: -0.5720 | point -8.44809697  1.2418007 
it: 123 | ncall: 351 | eff: 35.328 | logz: -1.7278 | dlogz: 0.7003 | loglstar: -0.5718 | point -8.45787482  1.62459291
it: 124 | ncall: 352 | eff: 35.511 | logz: -1.7186 | dlogz: 0.6907 | loglstar: -0.5711 | point -9.5903831   1.26594751
it: 125 | ncall: 356 | eff: 35.393 | logz: -1.7097 | dlogz: 0.6812 | loglstar: -0.5689 | point -9.6069235   4.54422604
it: 126 | ncall: 357 | eff: 35.574 | logz: -1.7009 | dlogz: 0.6719 | loglstar: -0.5675 | point -9.59124154  3.32900224
it: 127 | ncall: 358 | eff: 35.754 | logz: -1.6922 | dlogz: 0.6628 | loglstar: -0.5663 | point -9.59377405  4.95234956
it: 128 | ncall: 361 | eff: 35.734 | logz: -1.6837 | dlogz: 0.6538 | loglstar: -0.5632 | point -9.54724733  1.51908641
it: 129 | ncall: 365 | eff: 35.616 | logz: -1.6753 | dlogz: 0.6450 | loglstar: -0.5618 | point -9.56480796  4.40286109
it: 130 | ncall: 367 | eff: 35.695 | logz: -1.6671 | dlogz: 0.6363 | loglstar: -0.5613 | point -9.55126711  2.93002849
it: 131 | ncall: 371 | eff: 35.580 | logz: -1.6590 | dlogz: 0.6278 | loglstar: -0.5589 | point -9.51420417  1.0491868 
it: 132 | ncall: 373 | eff: 35.657 | logz: -1.6510 | dlogz: 0.6194 | loglstar: -0.5540 | point -8.5251126   2.88362666
it: 133 | ncall: 378 | eff: 35.450 | logz: -1.6431 | dlogz: 0.6112 | loglstar: -0.5533 | point -9.50618395  3.43529433
it: 134 | ncall: 379 | eff: 35.620 | logz: -1.6354 | dlogz: 0.6031 | loglstar: -0.5533 | point -8.52646111  4.64763536
it: 135 | ncall: 380 | eff: 35.789 | logz: -1.6278 | dlogz: 0.5951 | loglstar: -0.5528 | point -9.51196941  4.79415259
it: 136 | ncall: 382 | eff: 35.864 | logz: -1.6203 | dlogz: 0.5878 | loglstar: -0.5522 | point -9.49694513  3.19507595
it: 137 | ncall: 385 | eff: 35.844 | logz: -1.6130 | dlogz: 0.5801 | loglstar: -0.5515 | point -9.49675595  3.70054137
it: 138 | ncall: 387 | eff: 35.917 | logz: -1.6058 | dlogz: 0.5725 | loglstar: -0.5514 | point -9.48245163  2.26629653
it: 139 | ncall: 391 | eff: 35.806 | logz: -1.5986 | dlogz: 0.5651 | loglstar: -0.5488 | point -8.54437076  2.92054022
it: 140 | ncall: 392 | eff: 35.969 | logz: -1.5916 | dlogz: 0.5577 | loglstar: -0.5463 | point -9.43737719  1.38431916
it: 141 | ncall: 393 | eff: 36.132 | logz: -1.5847 | dlogz: 0.5505 | loglstar: -0.5428 | point -9.41091673  1.15326975
it: 142 | ncall: 394 | eff: 36.294 | logz: -1.5779 | dlogz: 0.5434 | loglstar: -0.5424 | point -9.41767683  1.93422856
it: 143 | ncall: 401 | eff: 35.910 | logz: -1.5712 | dlogz: 0.5364 | loglstar: -0.5418 | point -9.40384681  0.55143026
it: 144 | ncall: 411 | eff: 35.280 | logz: -1.5646 | dlogz: 0.5296 | loglstar: -0.5402 | point -8.57929619  3.52695774
it: 145 | ncall: 423 | eff: 34.515 | logz: -1.5581 | dlogz: 0.5228 | loglstar: -0.5402 | point -9.39219502  1.13337621
it: 146 | ncall: 425 | eff: 34.588 | logz: -1.5517 | dlogz: 0.5161 | loglstar: -0.5397 | point -8.58072052  2.46914042
it: 147 | ncall: 427 | eff: 34.660 | logz: -1.5454 | dlogz: 0.5096 | loglstar: -0.5391 | point -8.58338881  2.39322709
it: 148 | ncall: 429 | eff: 34.732 | logz: -1.5392 | dlogz: 0.5031 | loglstar: -0.5386 | point -8.58668681  3.2667508 
it: 149 | ncall: 433 | eff: 34.642 | logz: -1.5331 | dlogz: 0.4968 | loglstar: -0.5373 | point -9.40203092  3.8285553 
it: 150 | ncall: 436 | eff: 34.633 | logz: -1.5271 | dlogz: 0.4905 | loglstar: -0.5367 | point -9.38134135  2.26708752
it: 151 | ncall: 437 | eff: 34.783 | logz: -1.5212 | dlogz: 0.4844 | loglstar: -0.5363 | point -9.36633429  1.30115558
it: 152 | ncall: 444 | eff: 34.459 | logz: -1.5154 | dlogz: 0.4783 | loglstar: -0.5356 | point -9.39491376  4.43264389
it: 153 | ncall: 446 | eff: 34.529 | logz: -1.5096 | dlogz: 0.4723 | loglstar: -0.5352 | point -8.60223601  3.14859501
it: 154 | ncall: 454 | eff: 34.141 | logz: -1.5040 | dlogz: 0.4664 | loglstar: -0.5340 | point -9.35774907  1.98290521
it: 155 | ncall: 456 | eff: 34.211 | logz: -1.4984 | dlogz: 0.4607 | loglstar: -0.5326 | point -9.33581683  0.80205507
it: 156 | ncall: 457 | eff: 34.354 | logz: -1.4929 | dlogz: 0.4550 | loglstar: -0.5325 | point -8.61259754  4.27144794
it: 157 | ncall: 460 | eff: 34.348 | logz: -1.4875 | dlogz: 0.4493 | loglstar: -0.5321 | point -8.61481861  4.21277485
it: 158 | ncall: 461 | eff: 34.490 | logz: -1.4822 | dlogz: 0.4438 | loglstar: -0.5320 | point -9.3379602   1.63490084
it: 159 | ncall: 466 | eff: 34.335 | logz: -1.4769 | dlogz: 0.4384 | loglstar: -0.5315 | point -9.36937343  4.96578286
it: 160 | ncall: 478 | eff: 33.682 | logz: -1.4718 | dlogz: 0.4330 | loglstar: -0.5312 | point -9.35650624  3.72834954
it: 161 | ncall: 485 | eff: 33.402 | logz: -1.4667 | dlogz: 0.4277 | loglstar: -0.5304 | point -9.32069046  1.21222797
it: 162 | ncall: 486 | eff: 33.539 | logz: -1.4616 | dlogz: 0.4225 | loglstar: -0.5300 | point -8.62630749  2.18637896
it: 163 | ncall: 496 | eff: 33.065 | logz: -1.4567 | dlogz: 0.4173 | loglstar: -0.5291 | point -9.32666308  2.53408478
it: 164 | ncall: 497 | eff: 33.199 | logz: -1.4518 | dlogz: 0.4123 | loglstar: -0.5287 | point -9.33526681  3.53693804
it: 165 | ncall: 504 | eff: 32.937 | logz: -1.4470 | dlogz: 0.4073 | loglstar: -0.5282 | point -9.33951153  4.43683743
it: 166 | ncall: 510 | eff: 32.745 | logz: -1.4422 | dlogz: 0.4024 | loglstar: -0.5271 | point -8.6410848   2.00533395
it: 167 | ncall: 513 | eff: 32.749 | logz: -1.4375 | dlogz: 0.3975 | loglstar: -0.5249 | point -8.62681785  0.97730148
it: 168 | ncall: 524 | eff: 32.252 | logz: -1.4329 | dlogz: 0.3928 | loglstar: -0.5245 | point -8.65797743  2.43639256
it: 169 | ncall: 527 | eff: 32.258 | logz: -1.4284 | dlogz: 0.3880 | loglstar: -0.5244 | point -8.65764082  2.20762914
it: 170 | ncall: 528 | eff: 32.386 | logz: -1.4239 | dlogz: 0.3834 | loglstar: -0.5242 | point -8.66019     2.76934815
it: 171 | ncall: 532 | eff: 32.331 | logz: -1.4194 | dlogz: 0.3788 | loglstar: -0.5238 | point -8.61494356  0.76666069
it: 172 | ncall: 539 | eff: 32.096 | logz: -1.4151 | dlogz: 0.3743 | loglstar: -0.5235 | point -8.66269177  3.69196899
it: 173 | ncall: 541 | eff: 32.163 | logz: -1.4108 | dlogz: 0.3699 | loglstar: -0.5233 | point -9.27661371  2.38430077
it: 174 | ncall: 543 | eff: 32.228 | logz: -1.4065 | dlogz: 0.3655 | loglstar: -0.5227 | point -9.27372247  2.56517702
it: 175 | ncall: 562 | eff: 31.317 | logz: -1.4023 | dlogz: 0.3612 | loglstar: -0.5226 | point -9.27512179  2.74163262
it: 176 | ncall: 571 | eff: 30.998 | logz: -1.3982 | dlogz: 0.3569 | loglstar: -0.5225 | point -8.66103053  1.47102596
it: 177 | ncall: 582 | eff: 30.584 | logz: -1.3941 | dlogz: 0.3527 | loglstar: -0.5224 | point -8.64513012  1.03259527
it: 178 | ncall: 588 | eff: 30.442 | logz: -1.3901 | dlogz: 0.3485 | loglstar: -0.5207 | point -9.26720707  3.49230014
it: 179 | ncall: 590 | eff: 30.508 | logz: -1.3861 | dlogz: 0.3444 | loglstar: -0.5190 | point -9.26453868  4.63096499
